"start";"deviceid";"Entrevistador";"Região";"Olá! Estamos fazendo uma pesquisa para a USP e a Unifesp e gostaria de saber se você pode responder a algumas questões. São apenas alguns minutos e você não precisa se identificar";"Qual é a sua idade:";"Para começar, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica?";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador?";"Você se considera antipetista?";"Agora, vou ler uma série de afirmações e gostaria de saber se você concorda ou não concorda com elas:";"Os direitos humanos atrapalham o combate ao crime";"Os valores religiosos deveriam orientar as leis";"Deveria ser permitido aos adultos fumar maconha";"A polícia é mais violenta com os negros do que com os brancos";"Fazer aborto deve ser um direito da mulher";"A união de pessoas do mesmo sexo não constitui uma família";"A escola deveria ensinar a respeitar os gays";"Cotas são uma boa medida para fazer com que os negros entrem na universidade";"Menores de idade que cometem crimes devem ir para a cadeia";"O bolsa-família estimula as pessoas a não trabalhar";"Cantar uma mulher na rua é ofensivo";"Feminismo é machismo ao contrário";"Dois homens devem poder se beijar na rua sem serem importunados";"Não se deve condenar uma mulher que transe com muitas pessoas";"O lugar da mulher é em casa cuidando da família";"Precisamos punir os criminosos com mais tempo de cadeia";"A pena de morte deve ser aplicada para punir crimes graves";"Os conservadores são preconceituosos";"A mulher deve ter o direito de usar roupa curta sem ser incomodada";"As escolas deveriam ensinar valores religiosos";"O cidadão de bem deve ter o direito de portar arma";"Os negros ainda sofrem preconceito no Brasil";"Fazer aborto é sempre errado";"Travestis devem poder usar o banheiro feminino";"Vou perguntar agora sobre o grau de confiança em uma série de políticos:";"Você confia no Geraldo Alckmin?";"Você confia no Jair Bolsonaro?";"Você confia no Marcelo Crivela?";"Você confia no Marco Feliciano?";"Você confia no Lula?";"Você confia na Marina Silva?";"Estamos chegando no fim. Vou ler duas afirmações e gostaria de saber se você concorda com elas:";"Num momento de crise, o governo precisa cortar gastos inclusive em saúde e educação.";"Quem começou a trabalhar cedo deve poder se aposentar cedo, sem limite mínimo de idade.";"Para terminar, gostaria de saber um pouco mais de você";"Sexo:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"outra:";"Qual é a sua denominação religiosa?";"outra:";"_id";"_uuid";"_submission_time";"_index"
"2017-06-15T13:10:54.999-03";"ac:d0:74:78:6f:7c";"Ju scudeler";"6";"";"27";"nenhum";"nada disso";"";"nada conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não conhece";"não conhece";"não conhece";"não conhece";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"até R$1.880,00";"ensino superior completo";"preta";"";"igreja batista";"";"4190156";"307faea6-ef06-4d7a-b25c-db7c6631e520";"2017-06-15T17:23:00";"21"
"2017-06-15T13:18:18.202-03";"ac:d0:74:78:6f:7c";"Ju scudeler";"6";"";"58";"nenhum";"nada disso";"";"pouco conservador";"muito antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"confia pouco";"confia pouco";"confia pouco";"confia pouco";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"de R$2.810,00 até R$4.690,00";"ensino superior completo";"branca";"";"igreja renascer em Cristo";"";"4190158";"28f8d98c-d1e1-4c2d-a657-a80945d0c0a7";"2017-06-15T17:23:01";"22"
"2017-06-15T13:24:12.125-03";"ac:d0:74:78:6f:7c";"Ju scudeler";"6";"";"45";"outro";"centro";"mais de squerda";"muito conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"não sei";"concorda";"não sei";"concorda";"concorda";"não sei";"";"não confia";"confia pouco";"confia pouco";"confia muito";"confia pouco";"confia pouco";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino médio completo";"branca";"";"assembléia de Deus";"";"4190159";"47316fb3-6f94-477c-b96b-9565e449c8e5";"2017-06-15T17:23:01";"23"
"2017-06-15T13:30:27.251-03";"ac:d0:74:78:6f:7c";"Ju scudeler";"6";"";"37";"nenhum";"nada disso";"";"pouco conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não sabe";"não sabe";"não sabe";"não sabe";"não confia";"confia pouco";"";"não concorda";"concorda";"";"feminino";"de R$9.370,00 até R$18.740,00";"ensino médio completo";"branca";"";"igreja renascer em Cristo";"";"4190160";"ce23689b-3c33-416c-88cb-e900afd775bc";"2017-06-15T17:23:02";"24"
"2017-06-15T13:37:08.051-03";"ac:d0:74:78:6f:7c";"Ju scudeler";"6";"";"22";"nenhum";"não sei";"";"muito conservador";"não sei";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"não sei";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não sabe";"não sabe";"não conhece";"não sabe";"não sabe";"não conhece";"";"não concorda";"concorda";"";"feminino";"até R$1.880,00";"ensino médio completo";"parda";"";"igreja renascer em Cristo";"";"4190161";"5387e518-e9b3-49b5-a428-3350fe18180b";"2017-06-15T17:23:03";"25"
"2017-06-15T13:44:30.225-03";"ac:d0:74:78:6f:7c";"Ju scudelrr";"6";"";"32";"nenhum";"nada disso";"";"muito conservador";"nada antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"confia pouco";"";"não concorda";"concorda";"";"masculino";"de R$2.810,00 até R$4.690,00";"ensino superior completo";"branca";"";"igreja renascer em Cristo";"";"4190163";"5a626119-61f3-43b3-87c4-af57bb9e3277";"2017-06-15T17:23:03";"26"
"2017-06-15T13:51:02.319-03";"ac:d0:74:78:6f:7c";"Ju scudeler";"6";"";"36";"nenhum";"nada disso";"";"muito conservador";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"confia pouco";"não confia";"confia pouco";"confia pouco";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino superior completo";"branca";"";"igreja renascer em Cristo";"";"4190164";"8c354d16-fca4-492a-8e75-8a0268112ff1";"2017-06-15T17:23:04";"27"
"2017-06-15T13:58:47.200-03";"ac:d0:74:78:6f:7c";"Ju scudeler";"6";"";"67";"nenhum";"nada disso";"";"nada conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não sei";"concorda";"não sei";"concorda";"não concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"confia pouco";"não confia";"confia pouco";"não sabe";"não sabe";"confia muito";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino superior incompleto";"parda";"";"igreja renascer em Cristo";"";"4190165";"57f705ed-7fce-4956-9520-d45ec6a90f10";"2017-06-15T17:23:05";"28"
"2017-06-15T09:33:11.380-03";"ac:d0:74:78:6f:7c";"Ju";"Teste";"";"25";"PRB";"de direita";"";"muito conservador";"muito antipetista";"";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"";"confia muito";"confia muito";"confia muito";"confia muito";"confia muito";"confia muito";"";"concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino fundamental incompleto";"parda";"";"assembléia de Deus";"";"4190206";"78db4dd8-3077-4fdb-9a65-80850e6de54e";"2017-06-15T17:24:03";"29"
"2017-06-15T10:53:55.205-03";"ac:d0:74:78:6f:7c";"Ju";"6";"";"40";"PSDB";"de direita";"";"pouco conservador";"muito antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"não sei";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino superior incompleto";"branca";"";"outra";"Plena paz";"4190213";"f01c41b9-dd80-4b90-9a80-5c1a56831175";"2017-06-15T17:24:38";"30"
"2017-06-15T11:08:39.020-03";"ac:d0:74:78:6f:7c";"Ju scudeler";"6";"";"35";"nenhum";"não sei";"";"pouco conservador";"pouco antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"";"confia muito";"não confia";"não confia";"confia muito";"não confia";"confia muito";"";"não concorda";"concorda";"";"feminino";"até R$1.880,00";"ensino médio completo";"branca";"";"igreja renascer em Cristo";"";"4190233";"f69cf03a-497c-4ebe-bf5d-4a0cf4d62551";"2017-06-15T17:26:32";"31"
"2017-06-15T11:14:48.718-03";"ac:d0:74:78:6f:7c";"Ju scudeler";"6";"";"32";"nenhum";"centro";"não sei";"muito conservador";"pouco antipetista";"";"não sei";"não sei";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não sei";"não sei";"não concorda";"não concorda";"não concorda";"não sei";"concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não confia";"não sabe";"não confia";"não confia";"não sabe";"não confia";"";"não concorda";"concorda";"";"feminino";"até R$1.880,00";"ensino médio completo";"branca";"";"assembléia de Deus";"";"4190235";"b1316528-5710-4536-beaa-b5a878663a4f";"2017-06-15T17:26:33";"32"
"2017-06-15T11:26:39.472-03";"ac:d0:74:78:6f:7c";"Ju scudeler";"6";"";"20";"não sei";"nada disso";"";"muito conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não sei";"concorda";"não concorda";"não concorda";"";"não confia";"não conhece";"não confia";"não confia";"não confia";"confia pouco";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino superior incompleto";"preta";"";"igreja renascer em Cristo";"";"4190236";"86e5c8a1-d0a3-4f84-8a4d-891d9638fb5c";"2017-06-15T17:26:33";"33"
"2017-06-15T11:32:56.409-03";"ac:d0:74:78:6f:7c";"Ju scudeler";"6";"";"25";"nenhum";"não sei";"";"não sei";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"";"não sabe";"não sabe";"não sabe";"não sabe";"não sabe";"não sabe";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino superior completo";"branca";"";"nenhuma";"";"4190239";"95519328-ff3a-4709-a75c-98d483073d8e";"2017-06-15T17:26:34";"34"
"2017-06-15T11:38:27.886-03";"ac:d0:74:78:6f:7c";"Ju scudeler";"6";"";"33";"nenhum";"não sei";"";"pouco conservador";"não sei";"";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não conhece";"não confia";"não sabe";"não sabe";"não sabe";"não sabe";"";"não concorda";"concorda";"";"feminino";"até R$1.880,00";"ensino médio incompleto";"amarela";"";"outra";"Catolica";"4190240";"1d2f9a09-4ebe-4704-a7a9-a52b5d3959aa";"2017-06-15T17:26:35";"35"
"2017-06-15T11:47:24.088-03";"ac:d0:74:78:6f:7c";"Ju scudeler";"6";"";"38";"nenhum";"nada disso";"";"muito conservador";"muito antipetista";"";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$1.880,00 até R$2.810,00";"ensino médio completo";"outra";"Morena";"igreja renascer em Cristo";"";"4190241";"09796c61-cd02-4e2b-96ae-ff8ab4f2c3bf";"2017-06-15T17:26:37";"36"
"2017-06-15T11:02:57.571-03";"ac:d0:74:78:6f:7c";"Ju";"6";"";"38";"nenhum";"nada disso";"";"nada conservador";"nada antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não sabe";"não sabe";"não sabe";"não sabe";"não sabe";"não sabe";"";"concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino superior completo";"branca";"";"igreja renascer em Cristo";"";"4190245";"47820646-f6ef-4655-892e-7f1bdca6f6b8";"2017-06-15T17:27:03";"37"
"2017-06-15T11:21:04.849-03";"30b4341d5edd5f9f";"Leticia";"3";"";"23";"nenhum";"nada disso";"";"muito conservador";"muito antipetista";"";"concorda";"concorda";"não sei";"não concorda";"não concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"";"não confia";"confia muito";"não confia";"não sabe";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$1.880,00 até R$2.810,00";"ensino médio completo";"branca";"";"igreja universal";"";"4191030";"d2db929d-3c30-4ccc-a236-f0c1c0f6f309";"2017-06-15T18:13:44";"38"
"2017-06-15T11:53:15.658-03";"30b4341d5edd5f9f";"Leticia";"3";"";"47";"nenhum";"não sei";"";"não sei";"muito antipetista";"";"não concorda";"concorda";"não concorda";"não sei";"não concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"de R$1.880,00 até R$2.810,00";"ensino fundamental completo";"parda";"";"assembléia de Deus";"";"4191031";"3f6f596c-ebaf-4f48-b2f6-8a0903ae4d47";"2017-06-15T18:13:45";"39"
"2017-06-15T12:13:31.715-03";"30b4341d5edd5f9f";"Leticia";"3";"";"31";"nenhum";"não sei";"";"pouco conservador";"muito antipetista";"";"não sei";"concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino médio completo";"branca";"";"igreja renascer em Cristo";"";"4191032";"45ab00bb-b2f2-4034-a522-0b68e4339a86";"2017-06-15T18:13:45";"40"
"2017-06-15T12:27:51.184-03";"30b4341d5edd5f9f";"Leticia";"3";"";"25";"nenhum";"de direita";"";"muito conservador";"muito antipetista";"";"não sei";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"não concorda";"não concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"confia pouco";"confia pouco";"";"não concorda";"concorda";"";"masculino";"de R$1.880,00 até R$2.810,00";"ensino médio completo";"parda";"";"igreja renascer em Cristo";"";"4191033";"10125b3a-fa56-417b-a407-dc4616e20d76";"2017-06-15T18:13:46";"41"
"2017-06-15T12:36:06.750-03";"30b4341d5edd5f9f";"Leticia";"3";"";"49";"nenhum";"nada disso";"";"muito conservador";"pouco antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"";"confia pouco";"confia muito";"não conhece";"confia pouco";"não confia";"confia pouco";"";"não concorda";"concorda";"";"masculino";"de R$1.880,00 até R$2.810,00";"ensino fundamental completo";"parda";"";"outra";"Católica";"4191034";"ee7e5267-02b3-41f7-be03-f73cd30faeb9";"2017-06-15T18:13:46";"42"
"2017-06-15T12:50:07.467-03";"30b4341d5edd5f9f";"Letícia";"3";"";"38";"nenhum";"não sei";"";"pouco conservador";"muito antipetista";"";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não sei";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"";"confia pouco";"não confia";"não confia";"confia muito";"não confia";"não sabe";"";"não concorda";"concorda";"";"masculino";"de R$1.880,00 até R$2.810,00";"ensino médio completo";"preta";"";"igreja batista";"";"4191035";"12f43d5f-70cc-4dff-8d14-7a7d2e26ece1";"2017-06-15T18:13:47";"43"
"2017-06-15T12:56:07.497-03";"30b4341d5edd5f9f";"Leticia";"3";"";"34";"nenhum";"nada disso";"";"muito conservador";"muito antipetista";"";"não sei";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"não sei";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$1.880,00 até R$2.810,00";"ensino médio completo";"parda";"";"igreja renascer em Cristo";"";"4191037";"339546cf-ecac-4cd7-9475-1b6d700eda57";"2017-06-15T18:13:48";"44"
"2017-06-15T13:13:23.758-03";"30b4341d5edd5f9f";"Letícia";"3";"";"22";"nenhum";"não sei";"";"pouco conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$1.880,00 até R$2.810,00";"ensino médio completo";"branca";"";"igreja renascer em Cristo";"";"4191039";"13aa162e-6559-40d9-995d-55b48991f896";"2017-06-15T18:13:49";"45"
"2017-06-15T13:18:17.449-03";"30b4341d5edd5f9f";"Leticia";"3";"";"39";"nenhum";"não sei";"";"não sei";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"";"não confia";"confia muito";"não sabe";"não confia";"não confia";"não sabe";"";"não concorda";"concorda";"";"feminino";"de R$1.880,00 até R$2.810,00";"ensino médio completo";"branca";"";"igreja universal";"";"4191040";"b1c58c25-e76d-4eb4-82e0-dbb83b32b27f";"2017-06-15T18:13:50";"46"
"2017-06-15T13:21:33.581-03";"30b4341d5edd5f9f";"Leticia";"3";"";"41";"não sei";"nada disso";"";"pouco conservador";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não sei";"concorda";"não concorda";"não sei";"";"não confia";"confia pouco";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$2.810,00 até R$4.690,00";"ensino superior incompleto";"parda";"";"igreja renascer em Cristo";"";"4191041";"496979fe-f86f-4d6c-8cb5-dffdd9fe38b0";"2017-06-15T18:13:51";"47"
"2017-06-15T13:26:40.063-03";"30b4341d5edd5f9f";"Leticia";"3";"";"35";"nenhum";"não sei";"";"não sei";"muito antipetista";"";"concorda";"concorda";"não sei";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"não sabe";"confia muito";"confia pouco";"confia muito";"não confia";"confia pouco";"";"não concorda";"concorda";"";"feminino";"até R$1.880,00";"ensino fundamental completo";"parda";"";"outra";"Católica";"4191043";"b27f1b24-35df-41b7-96de-7a8679e4916f";"2017-06-15T18:13:51";"48"
"2017-06-15T13:30:06.275-03";"30b4341d5edd5f9f";"Leticia";"3";"";"17";"nenhum";"de direita";"";"pouco conservador";"muito antipetista";"";"concorda";"não sei";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não sei";"concorda";"não sei";"não concorda";"concorda";"não concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino médio incompleto";"parda";"";"igreja renascer em Cristo";"";"4191044";"bc7cff71-99d1-4ef4-bc41-3b7ed0299832";"2017-06-15T18:13:52";"49"
"2017-06-15T13:34:34.927-03";"30b4341d5edd5f9f";"Letica";"3";"";"36";"REDE";"não sei";"";"muito conservador";"muito antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não sabe";"não confia";"não confia";"não confia";"não sabe";"não sabe";"";"não concorda";"concorda";"";"feminino";"de R$1.880,00 até R$2.810,00";"ensino médio completo";"branca";"";"assembléia de Deus";"";"4191045";"34ecd9a1-5616-4ae2-ba1d-001fd64049b6";"2017-06-15T18:13:52";"50"
"2017-06-15T13:39:31.073-03";"30b4341d5edd5f9f";"Leticia";"3";"";"40";"nenhum";"nada disso";"";"pouco conservador";"pouco antipetista";"";"concorda";"concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não confia";"não confia";"não confia";"não confia";"não confia";"não sabe";"";"não concorda";"concorda";"";"masculino";"de R$2.810,00 até R$4.690,00";"ensino médio completo";"branca";"";"assembléia de Deus";"";"4191046";"d7ec00a3-c141-496b-9f8a-83e9e5f138fc";"2017-06-15T18:13:53";"51"
"2017-06-15T13:45:18.285-03";"30b4341d5edd5f9f";"Leticia";"3";"";"37";"nenhum";"nada disso";"";"não sei";"muito antipetista";"";"não sei";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não sei";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"não sei";"concorda";"não concorda";"";"confia pouco";"confia muito";"não confia";"confia pouco";"não confia";"confia pouco";"";"não concorda";"concorda";"";"masculino";"de R$2.810,00 até R$4.690,00";"ensino médio incompleto";"branca";"";"igreja renascer em Cristo";"";"4191047";"e27289b4-9f46-4069-b0ae-cd1b7760df77";"2017-06-15T18:13:54";"52"
"2017-06-15T13:56:47.764-03";"30b4341d5edd5f9f";"Leticia";"3";"";"30";"nenhum";"nada disso";"";"não sei";"muito antipetista";"";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não confia";"não confia";"não confia";"não confia";"confia pouco";"não confia";"";"não concorda";"concorda";"";"feminino";"de R$1.880,00 até R$2.810,00";"ensino superior incompleto";"parda";"";"igreja batista";"";"4191048";"e4026ae4-6789-4b30-92e0-80faced47983";"2017-06-15T18:13:55";"53"
"2017-06-15T14:08:12.256-03";"30b4341d5edd5f9f";"Leticia";"3";"";"55";"nenhum";"nada disso";"";"não sei";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"";"não confia";"confia pouco";"não confia";"não confia";"confia pouco";"não confia";"";"não concorda";"concorda";"";"masculino";"até R$1.880,00";"ensino fundamental completo";"branca";"";"igreja renascer em Cristo";"";"4191049";"47850c6e-92c1-44d9-8d48-63fc2b447e65";"2017-06-15T18:13:55";"54"
"2017-06-15T14:15:12.264-03";"30b4341d5edd5f9f";"Leticia";"3";"";"41";"nenhum";"nada disso";"";"pouco conservador";"pouco antipetista";"";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"";"confia pouco";"confia pouco";"confia pouco";"não confia";"não confia";"não confia";"";"não concorda";"concorda";"";"masculino";"de R$1.880,00 até R$2.810,00";"ensino médio incompleto";"parda";"";"assembléia de Deus";"";"4191050";"4f8a12ca-6b15-4bb9-8b84-e7d9baa7248b";"2017-06-15T18:13:56";"55"
