"start";"deviceid";"Entrevistador";"Região";"Olá! Estamos fazendo uma pesquisa para a USP e a Unifesp e gostaria de saber se você pode responder a algumas questões. São apenas alguns minutos e você não precisa se identificar";"Qual é a sua idade:";"Para começar, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica?";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador?";"Você se considera feminista?";"Você se considera antipetista?";"Agora, vou ler uma série de afirmações e gostaria de saber se você concorda ou não concorda com elas:";"Os direitos humanos atrapalham o combate ao crime";"Os valores religiosos deveriam orientar as leis";"Deveria ser permitido aos adultos fumar maconha";"A polícia é mais violenta com os negros do que com os brancos";"Fazer aborto deve ser um direito da mulher";"A união de pessoas do mesmo sexo não constitui uma família";"A escola deveria ensinar a respeitar os gays";"Cotas são uma boa medida para fazer com que os negros entrem na universidade";"Menores de idade que cometem crimes devem ir para a cadeia";"O bolsa-família estimula as pessoas a não trabalhar";"Cantar uma mulher na rua é ofensivo";"Feminismo é machismo ao contrário";"Dois homens devem poder se beijar na rua sem serem importunados";"Não se deve condenar uma mulher que transe com muitas pessoas";"O lugar da mulher é em casa cuidando da família";"Precisamos punir os criminosos com mais tempo de cadeia";"A pena de morte deve ser aplicada para punir crimes graves";"Os conservadores são preconceituosos";"A mulher deve ter o direito de usar roupa curta sem ser incomodada";"As escolas deveriam ensinar valores religiosos";"O cidadão de bem deve ter o direito de portar arma";"Os negros ainda sofrem preconceito no Brasil";"Fazer aborto é sempre errado";"Travestis devem poder usar o banheiro feminino";"Para terminar este bloco vou fazer duas perguntas.";"Você concorda com a reforma da previdência do governo Temer?";"Você é a favor da permanência do presidente Temer no governo?";"Para terminar, gostaria de saber um pouco mais de você";"Sexo:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"outra:";"__version__";"_id";"_uuid";"_submission_time";"_index"
"2017-03-26T17:50:37.230-03";"ac:d0:74:c9:d7:95";"Mayara";"2";"";"58";"PMDB";"centro";"mais de direita";"nada conservador";"nada feminista";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"";"não";"sim";"";"masculino";"até R$1880,00";"ensino médio completo";"parda";"";"vgn2sjciR5Jk9msQGsMPxT";"3098736";"2a50a441-6583-497d-95c9-ef5d665b57e5";"2017-03-26T21:36:54";"338"
"2017-03-26T17:03:08.100-03";"ac:d0:74:c9:d7:95";"Mayara";"2";"";"40";"Nenhum";"centro";"mais de squerda";"pouco conservador";"pouco feminista";"muito antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não sei";"não sei";"concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"";"não";"não";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098737";"21513b05-1e6f-41d9-89e3-2cfa65cfe009";"2017-03-26T21:36:59";"339"
"2017-03-26T17:15:10.824-03";"ac:d0:74:c9:d7:95";"Mayara";"2";"";"47";"Nenhum";"nada disso";"";"pouco conservador";"muito feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"";"não";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098738";"f5c1aa33-1a41-4dd0-a05c-d97b0b7791f9";"2017-03-26T21:37:01";"340"
"2017-03-26T17:23:36.529-03";"ac:d0:74:c9:d7:95";"Mayara";"2";"";"36";"PSDB";"nada disso";"";"muito conservador";"nada feminista";"pouco antipetista";"";"concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"";"não";"não";"";"masculino";"até R$1880,00";"ensino médio completo";"parda";"";"vgn2sjciR5Jk9msQGsMPxT";"3098739";"ff49fd77-d38c-4b27-8dbe-29744ffec2ea";"2017-03-26T21:37:01";"341"
"2017-03-26T17:29:34.189-03";"ac:d0:74:c9:d7:95";"Mayara";"2";"";"47";"PSDB";"não sei";"";"pouco conservador";"muito feminista";"muito antipetista";"";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"";"não";"não";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior completo";"parda";"";"vgn2sjciR5Jk9msQGsMPxT";"3098740";"6cc447b3-e4ce-4cdb-bf50-f1b2945db3a4";"2017-03-26T21:37:02";"342"
"2017-03-26T17:45:40.714-03";"ac:d0:74:c9:d7:95";"Mayara";"2";"";"36";"Nenhum";"centro";"mais de direita";"pouco conservador";"muito feminista";"muito antipetista";"";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"não sei";"";"não";"não";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098741";"8be82e61-e41e-4a29-963f-0338ec1e895e";"2017-03-26T21:37:03";"343"
"2017-03-26T17:57:23.492-03";"ac:d0:74:c9:d7:95";"Mayara";"2";"";"37";"Nenhum";"nada disso";"";"muito conservador";"pouco feminista";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"não";"não";"";"feminino";"até R$1880,00";"ensino superior completo";"parda";"";"vgn2sjciR5Jk9msQGsMPxT";"3098742";"5646c85b-70fc-4923-9a89-53d7efeaed74";"2017-03-26T21:37:04";"344"
"2017-03-26T18:05:46.713-03";"ac:d0:74:c9:d7:95";"Mayara";"2";"";"53";"Nenhum";"de direita";"";"pouco conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"";"não";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098743";"1e13a27e-1733-4737-997b-cba2597c4324";"2017-03-26T21:37:05";"345"
"2017-03-26T15:57:16.245-03";"ac:d0:74:c9:d7:95";"Mayara";"2";"";"54";"NOVO";"centro";"mais de direita";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"não";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098745";"c50c4435-1e42-4f60-9339-6e0639c97150";"2017-03-26T21:37:37";"346"
"2017-03-26T16:04:52.665-03";"ac:d0:74:c9:d7:95";"Mayara";"2";"";"54";"Nenhum";"centro";"não sei";"muito conservador";"muito feminista";"pouco antipetista";"";"não concorda";"não concorda";"não concorda";"não sei";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"sim";"sim";"";"masculino";"de R$1880,00 até R$2810,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098746";"69cc0ea1-6220-4f24-9cb4-73741dd84af6";"2017-03-26T21:37:37";"347"
"2017-03-26T16:19:59.190-03";"ac:d0:74:c9:d7:95";"Mayara";"2";"";"38";"Nenhum";"nada disso";"";"pouco conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"";"não";"não";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098747";"60505b0e-de33-46d4-a636-63a84d90f2e2";"2017-03-26T21:37:38";"348"
"2017-03-26T16:33:30.697-03";"ac:d0:74:c9:d7:95";"Mayara";"2";"";"46";"NOVO";"nada disso";"";"pouco conservador";"nada feminista";"muito antipetista";"";"não sei";"não concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"";"sim";"sim";"";"feminino";"de R$1880,00 até R$2810,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098748";"bfded504-bed4-412d-b181-16f6411f8c86";"2017-03-26T21:37:39";"349"
"2017-03-26T16:46:36.710-03";"ac:d0:74:c9:d7:95";"Mayara";"2";"";"34";"Nenhum";"nada disso";"";"pouco conservador";"pouco feminista";"muito antipetista";"";"não sei";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não sei";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"vgn2sjciR5Jk9msQGsMPxT";"3098749";"64506ffe-f60f-49ae-a65c-197eeb1b963e";"2017-03-26T21:37:40";"350"
