Indicação de data e hora,Entrevistador(a),Horário,Região,Idade,Sexo,Renda,Escolaridade,Cor,Como veio para manifestação,Está satisfeito(a) com o governo Dilma:,Imprensa,Partidos políticos,PT,PSDB,PMDB,REDE,PSOL,ONGs,Movimentos Sociais,Movimento Brasil Livre,Secundaristas,Passe Livre,MST,MTST,Vem Pra Rua,Revoltados Online,Políticos,Aécio Neves,Dilma Rousseff,Eduardo Cunha,Fernando Haddad,Geraldo Alckmin,Jair Bolsonaro,Jean Wyllys,José Serra,Luciana Genro,Lula,Marina Silva,Twitter,Whatsapp,Facebook,Entregar o poder para um político honesto,Entregar o poder para alguém de fora do jogo político,Entregar o poder para os militares,Entregar o poder para um juiz honesto,"Decisões políticas passem a ser tomadas pelos próprios cidadãos por meio de consultas, como os plebiscitos",Fortalecer organizações comunitárias como as ONGs e os movimentos sociais,Lava Jato,Zelotes,CPTM,Mensalão Petista,Mensalão Tucano,Os manifestantes pró-impeachment não querem o fim da corrupção: querem apenas retirar a presidente Dilma,É preciso descriminalizar as drogas para diminuir o encarceramento dos mais pobres,O juiz Sérgio Moro é filiado ao PSDB,Quem protesta contra a corrupção é apenas a classe média que não quer que os mais pobres melhorem de vida.,Os protestos de junho de 2013 foram orquestrados pela direita,Todo tipo de abuso contra a mulher deve ser punido com prisão,Os protestos contra a corrupção são articulados pelos Estados Unidos para se apropriar do pré-sal,Escracho contra quem viola direitos humanos é uma punição justa.,Número do questionário
01/04/2016 22:36:36,Maria Rita Castro,18:20:00,1,35,Feminino,de R$ 4.400 a R$ 8.800,ensino médio completo,Branca,veio espontaneamente,Muito satisfeito,Confia pouco,Confia pouco,Confia muito,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Confia pouco,Confia muito,Confia muito,nada,muito,muito,Concordo totalmente,Não concordo,Concordo totalmente,Não concordo,Não concordo,Concordo totalmente,É grave,É grave,É grave,Não é grave,É grave,Não concorda,Não concorda,Não sei,Concorda,Concorda,Concorda,Não concorda,Concorda,10
01/04/2016 22:42:34,Maria Rita Castro,18:33:00,1,57,Feminino,de R$ 4.400 a R$ 8.800,ensino médio completo,Preta,veio espontaneamente,Muito satisfeito,Não confia,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Confia muito,Confia pouco,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não conhece,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Não confia,Confia muito,Confia pouco,nada,nada,nada,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,Não é grave,É grave,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,11
01/04/2016 22:48:10,Maria Rita Castro,18:42:00,1,67,Masculino,de R$ 8.800 a R$ 17.600,ensino médio completo,Parda,veio atendendo convocação do sindicato ou movimento,Muito satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Confia muito,Confia pouco,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Confia pouco,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,nada,nada,nada,Não concordo,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,É grave,Não é grave,É grave,Não é grave,É grave,Não concorda,Não concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Não concorda,12
01/04/2016 22:53:52,Maria Rita Castro,18:53:00,1,54,Feminino,de R$ 4.400 a R$ 8.800,ensino médio completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não conhece,Não confia,Confia pouco,Confia muito,Não conhece,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Não confia,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,nada,pouco,muito,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,Não sei/não conheço,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Concorda,Concorda,13
01/04/2016 22:59:31,Maria Rita Castro,19:05:00,1,32,Masculino,de R$ 8.800 a R$ 17.600,ensino superior completo,Branca,veio espontaneamente,Muito satisfeito,Não confia,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,nada,muito,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo em parte,É grave,É grave,É grave,Não é grave,É grave,Concorda,Concorda,Concorda,Não concorda,Não concorda,Concorda,Não concorda,Concorda,14
01/04/2016 23:05:37,Maria Rita Castrp,19:13:00,1,29,Feminino,de R$ 2.640 a R$ 4.400,ensino superior completo,Branca,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Confia pouco,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Não conhece,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia muito,Não confia,nada,nada,pouco,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo em parte,É grave,É grave,É grave,Não é grave,É grave,Não concorda,Concorda,Não sei,Não concorda,Não concorda,Não concorda,Não sei,Não concorda,15
01/04/2016 23:21:34,Maria Beatriz,18:30:00,2,36,Feminino,"até R$ 1.760,00",ensino médio completo,Parda,veio atendendo convocação do sindicato ou movimento,Não sei,Confia pouco,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia pouco,Não confia,Não conhece,Não conhece,Não conhece,Confia muito,Confia muito,Não conhece,Não conhece,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,nada,nada,nada,Concordo totalmente,Concordo totalmente,Não concordo,Concordo em parte,Não sei,Concordo em parte,É grave,É grave,É grave,Não é grave,É grave,Concorda,Concorda,Concorda,Não sei,Concorda,Concorda,Não concorda,Não concorda,8
01/04/2016 23:32:04,Maria Beatriz,18:00:00,2,56,Masculino,de R$ 8.800 a R$ 17.600,ensino superior completo,Branca,veio espontaneamente,Muito satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Confia muito,Não confia,Não conhece,Confia pouco,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Confia muito,Não confia,nada,pouco,pouco,Concordo em parte,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,Não sei/não conheço,É grave,Concorda,Não concorda,Concorda,Não concorda,Concorda,Concorda,Não concorda,Não concorda,9
01/04/2016 23:35:39,Maria Beatriz,18:30:00,2,52,Feminino,de R$ 4.400 a R$ 8.800,ensino superior completo,Parda,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Confia pouco,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia pouco,Não confia,nada,nada,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo em parte,É grave,Não sei/não conheço,É grave,É grave,É grave,Não concorda,Concorda,Não sei,Concorda,Não concorda,Concorda,Concorda,Não concorda,10
01/04/2016 23:41:34,Maria Beatriz,18:40:00,2,22,Feminino,de R$ 4.400 a R$ 8.800,ensino superior incompleto,Parda,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Confia muito,Confia muito,Não conhece,Confia muito,Confia muito,Confia muito,Confia muito,Não conhece,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Confia pouco,nada,nada,pouco,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Não concorda,11
01/04/2016 23:48:43,Thaís Nogueira,18:00:00,SP,37,Masculino,de R$ 2.640 a R$ 4.400,ensino superior incompleto,Parda,veio espontaneamente,Nada satisfeito,Confia pouco,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia pouco,Não confia,nada,nada,nada,Concordo totalmente,Concordo em parte,Não concordo,Concordo em parte,Concordo totalmente,Não concordo,É grave,É grave,É grave,É grave,É grave,Não concorda,Não concorda,Não sei,Não concorda,Não concorda,Concorda,Não concorda,Concorda,5
01/04/2016 23:51:03,Maria Beatriz,18:40:00,2,50,Feminino,de R$ 4.400 a R$ 8.800,ensino superior completo,Preta,veio espontaneamente,Muito satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não conhece,Confia pouco,Confia pouco,Confia muito,Confia pouco,Não conhece,Confia pouco,Confia pouco,Confia pouco,Confia muito,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Confia muito,Confia pouco,pouco,muito,muito,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Não concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,12
01/04/2016 23:53:58,Maria Beatriz,18:50:00,2,53,Feminino,de R$ 2.640 a R$ 4.400,ensino médio completo,Parda,veio espontaneamente,Muito satisfeito,Não confia,Não confia,Confia muito,Não confia,Não confia,Não conhece,Não confia,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Não confia,Não confia,Não confia,Confia muito,Não confia,muito,muito,muito,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Não concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Não concorda,13
01/04/2016 23:58:29,Maria Beatriz,19:00:00,2,50,Masculino,de R$ 8.800 a R$ 17.600,ensino superior completo,Parda,veio espontaneamente,Muito satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Confia pouco,Confia muito,Confia pouco,Confia muito,Não confia,Confia muito,Confia pouco,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,nada,muito,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Não concorda,Concorda,Concorda,Concorda,14
02/04/2016 00:04:29,Maria Beatriz,19:10:00,2,59,Masculino,de R$ 8.800 a R$ 17.600,ensino superior completo,Preta,veio espontaneamente,Nada satisfeito,Não confia,Não confia,Confia muito,Não confia,Não confia,Não confia,Não confia,Não confia,Confia muito,Não conhece,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Confia muito,Confia pouco,muito,muito,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo em parte,Não sei/não conheço,Não sei/não conheço,Não sei/não conheço,Não sei/não conheço,Não sei/não conheço,Não concorda,Não concorda,Não concorda,Não concorda,Não concorda,Concorda,Não concorda,Não concorda,15
02/04/2016 00:08:30,Maria Beatriz,19:30:00,2,43,Feminino,de R$ 8.800 a R$ 17.600,ensino superior completo,Branca,veio espontaneamente,Nada satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Confia muito,Confia muito,Não confia,Não conhece,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,nada,nada,muito,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Não concorda,Não sei,Não concorda,Concorda,Não concorda,16
02/04/2016 00:12:02,Maria Beatriz,19:40:00,2,33,Feminino,de R$ 4.400 a R$ 8.800,ensino superior completo,Parda,veio espontaneamente,Nada satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Não confia,,,Não conhece,Não conhece,Confia pouco,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,,,,,,,,,,,,,,,,,,,,,,,17
02/04/2016 00:16:30,Maria Beatriz,20:00:00,2,30,Feminino,de R$ 4.400 a R$ 8.800,ensino superior completo,Parda,veio espontaneamente,Nada satisfeito,Não confia,Não confia,Não confia,Não confia,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não conhece,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,nada,nada,muito,Concordo totalmente,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Concorda,Concorda,Não concorda,Concorda,Não concorda,Concorda,18
02/04/2016 00:30:00,Maria Beatriz,20:00:00,2,24,Masculino,de R$ 2.640 a R$ 4.400,ensino superior completo,Branca,veio espontaneamente,Muito satisfeito,Não confia,Confia pouco,Confia muito,Não confia,Não confia,Confia pouco,Confia pouco,Confia pouco,Confia muito,Não confia,Confia muito,Confia pouco,Confia muito,Confia muito,Não conhece,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia muito,Confia pouco,muito,nada,pouco,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Não concorda,Concorda,Não concorda,Concorda,Não concorda,Concorda,Não concorda,Não concorda,19
02/04/2016 00:34:13,Maria Beatriz,20:40:00,2,31,Masculino,de R$ 2.640 a R$ 4.400,ensino superior completo,Parda,veio espontaneamente,Muito satisfeito,Não confia,Confia muito,Confia muito,Não confia,Não confia,Não confia,Não confia,Confia pouco,Confia muito,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,nada,pouco,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,Não sei/não conheço,Não é grave,É grave,Não é grave,É grave,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Concorda,Não concorda,20
02/04/2016 00:38:07,Maria Beatriz,20:50:00,2,19,Feminino,de R$ 2.640 a R$ 4.400,ensino superior incompleto,Branca,veio espontaneamente,Nada satisfeito,Não confia,Confia pouco,Confia pouco,Não confia,Não confia,Não confia,Confia muito,Confia muito,Confia muito,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Confia muito,Não confia,pouco,nada,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não concorda,Não sei,Não sei,Concorda,Não concorda,Não concorda,21
02/04/2016 00:45:56,Maria Beatriz,20:50:00,2,19,Masculino,de R$ 4.400 a R$ 8.800,ensino superior incompleto,Preta,veio espontaneamente,Nada satisfeito,Não confia,Não confia,Confia pouco,Não confia,Não confia,Não confia,Não confia,Confia muito,Confia muito,Não confia,Confia muito,Não confia,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Confia pouco,Não confia,pouco,nada,muito,Não concordo,Não concordo,Não concordo,Não concordo,Concordo em parte,Concordo totalmente,É grave,É grave,É grave,Não é grave,É grave,Concorda,Concorda,Concorda,Não concorda,Concorda,Concorda,Concorda,Não concorda,22
02/04/2016 06:09:29,Eloisa Deveze,19:00:00,4,34,Masculino,"até R$ 1.760,00",ensino fundamental incompleto,Parda,veio atendendo convocação do sindicato ou movimento,Muito satisfeito,Confia muito,Confia muito,Confia muito,Não confia,Não confia,Não conhece,Não conhece,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Confia muito,Não confia,Confia muito,Não conhece,Confia muito,Não conhece,Não conhece,Não conhece,Não conhece,Não conhece,Não conhece,Não conhece,Confia muito,Não conhece,nada,nada,nada,Concordo totalmente,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo totalmente,É grave,É grave,É grave,É grave,É grave,Não sei,Não concorda,Não sei,Não concorda,Não concorda,Concorda,Concorda,Concorda,10
02/04/2016 06:22:18,Eloisa Deveze,19:15:00,4,34,Masculino,de R$ 4.400 a R$ 8.800,ensino superior completo,Parda,veio espontaneamente,Pouco satisfeito,Não confia,Confia pouco,Não confia,Não confia,Não confia,Não conhece,Confia muito,Confia muito,Confia muito,Não confia,Confia muito,Confia pouco,Confia muito,Confia muito,Não confia,Não confia,Confia pouco,Não confia,Confia pouco,Não confia,Confia muito,Não confia,Não confia,Confia muito,Não confia,Confia pouco,Confia pouco,Confia pouco,nada,nada,nada,Não concordo,Não concordo,Não concordo,Não concordo,Concordo totalmente,Concordo em parte,É grave,É grave,É grave,É grave,É grave,Concorda,Concorda,Não sei,Concorda,Não sei,Concorda,Concorda,Não concorda,11
