"start";"deviceid";"Entrevistador";"Região";"Olá! Estamos fazendo uma pesquisa para a USP e a Unifesp e gostaria de saber se você pode responder a algumas questões. São apenas alguns minutos e você não precisa se identificar";"Qual é a sua idade:";"Para começar, gostaria de saber, entre os partidos políticos brasileiros, com qual você se identifica?";"Em termos políticos, você se considera de esquerda, de direita, de centro ou nada disso?";"Mas entre esquerda e direita, você é mais de esquerda ou mais de direita?";"No que diz respeito a temas como família, drogas e punição a criminosos, você se considera conservador?";"Você se considera feminista?";"Você se considera antipetista?";"Agora, vou ler uma série de afirmações e gostaria de saber se você concorda ou não concorda com elas:";"Os direitos humanos atrapalham o combate ao crime";"Os valores religiosos deveriam orientar as leis";"Deveria ser permitido aos adultos fumar maconha";"A polícia é mais violenta com os negros do que com os brancos";"Fazer aborto deve ser um direito da mulher";"A união de pessoas do mesmo sexo não constitui uma família";"A escola deveria ensinar a respeitar os gays";"Cotas são uma boa medida para fazer com que os negros entrem na universidade";"Menores de idade que cometem crimes devem ir para a cadeia";"O bolsa-família estimula as pessoas a não trabalhar";"Cantar uma mulher na rua é ofensivo";"Feminismo é machismo ao contrário";"Dois homens devem poder se beijar na rua sem serem importunados";"Não se deve condenar uma mulher que transe com muitas pessoas";"O lugar da mulher é em casa cuidando da família";"Precisamos punir os criminosos com mais tempo de cadeia";"A pena de morte deve ser aplicada para punir crimes graves";"Os conservadores são preconceituosos";"A mulher deve ter o direito de usar roupa curta sem ser incomodada";"As escolas deveriam ensinar valores religiosos";"O cidadão de bem deve ter o direito de portar arma";"Os negros ainda sofrem preconceito no Brasil";"Fazer aborto é sempre errado";"Travestis devem poder usar o banheiro feminino";"Para concluir o bloco gostaria de fazer duas perguntas:";"A cassação da chapa Dilma/Temer está sendo discutida no Tribunal Superior Eleitoral e se aprovada Michel Temer perde o mandato. Você é a favor da cassação da chapa pelo TSE?";"Se Lula for candidato você pretende votar nele nas próximas eleições?";"Para terminar, gostaria de saber um pouco mais de você";"Sexo:";"Somando a sua renda com a renda das pessoas que moram com você, quanto aproximadamente é a renda familiar na sua casa?";"Até que ano você estudou?";"Como você classifica a sua cor?";"outra:";"Religião:";"outra:";"__version__";"_id";"_uuid";"_submission_time";"_index"
"2017-03-31T16:40:40.702-03";"ac:d0:74:8c:b4:ec";"Marcelo";"1";"";"48";"PT";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"espírita/kerdecista";"";"vQEVL8NJxFQs3kcu22s4A4";"3163554";"228d4197-05af-42fa-b6dd-ca35dd3aabbc";"2017-03-31T22:08:15";"142"
"2017-03-31T16:35:26.121-03";"ac:d0:74:8c:b4:ec";"Marcelo";"1";"";"18";"PT";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não sei";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior incompleto";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3163553";"0b40bb10-d5ee-4e25-9792-a93a4bac0bc6";"2017-03-31T22:08:15";"143"
"2017-03-31T16:30:39.152-03";"ac:d0:74:8c:b4:ec";"Marcelo";"1";"";"32";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"não";"";"feminino";"de R$1880,00 até R$2810,00";"ensino superior completo";"preta";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3163552";"2344ddba-f9c5-41d9-8650-d693c9596ea2";"2017-03-31T22:08:14";"144"
"2017-03-31T16:24:17.605-03";"ac:d0:74:8c:b4:ec";"Marcelo";"1";"";"43";"Nenhum";"nada disso";"";"nada conservador";"nada feminista";"nada antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"não sei";"não sei";"";"sim";"não sei";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163551";"3070da97-974b-4cc0-b346-e8fa2ef2bcf3";"2017-03-31T22:08:14";"145"
"2017-03-31T16:17:49.754-03";"ac:d0:74:8c:b4:ec";"Marcelo";"1";"";"40";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"sim";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163550";"7cad9147-57e6-4137-8dc0-d96396c0f413";"2017-03-31T22:08:13";"146"
"2017-03-31T16:11:29.287-03";"ac:d0:74:8c:b4:ec";"Marcelo";"1";"";"68";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163549";"8b1393b7-9661-4c3c-8095-920c4ceb1c67";"2017-03-31T22:08:13";"147"
"2017-03-31T16:02:29.854-03";"ac:d0:74:8c:b4:ec";"Marcelo";"1";"";"57";"PT";"de esquerda";"";"muito conservador";"pouco feminista";"nada antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"sim";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3163548";"d9904bb3-97f1-4a8c-8fb4-0b6b9f582a0e";"2017-03-31T22:08:12";"148"
"2017-03-31T18:01:11.567-03";"ac:d0:74:78:86:4d";"Aline";"1";"";"27";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior incompleto";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163826";"77629715-2803-48a5-a8a3-139b62e48fd4";"2017-03-31T22:35:18";"149"
"2017-03-31T18:07:41.031-03";"ac:d0:74:78:86:4d";"Aline";"1";"";"46";"Nenhum";"nada disso";"";"pouco conservador";"pouco feminista";"muito antipetista";"";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"";"sim";"não";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior completo";"parda";"";"evangélica pentecostal";"";"vQEVL8NJxFQs3kcu22s4A4";"3163827";"ff231baf-182c-4eeb-b407-587e8d46f007";"2017-03-31T22:35:18";"150"
"2017-03-31T18:13:13.897-03";"ac:d0:74:78:86:4d";"Aline";"1";"";"25";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não sei";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não sei";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163828";"b3556240-a4a7-4b7b-8ec8-cb8ed934d6c9";"2017-03-31T22:35:19";"151"
"2017-03-31T18:19:14.961-03";"ac:d0:74:78:86:4d";"Aline";"2";"";"29";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163829";"1ff5a05e-1887-436b-99fa-a0807dd656c3";"2017-03-31T22:35:19";"152"
"2017-03-31T18:34:55.241-03";"ac:d0:74:78:86:4d";"Aline";"1";"";"63";"Nenhum";"de esquerda";"";"não sei";"não sei";"muito antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não sei";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não sei";"";"sim";"não sei";"";"masculino";"até R$1880,00";"ensino médio incompleto";"parda";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3163830";"13744912-0b11-4ef1-9301-74f3d1f86602";"2017-03-31T22:35:20";"153"
"2017-03-31T18:43:14.539-03";"ac:d0:74:78:86:4d";"Aline";"1";"";"26";"Nenhum";"de esquerda";"";"nada conservador";"nada feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"não";"";"masculino";"de R$1880,00 até R$2810,00";"ensino superior completo";"preta";"";"umbanda";"";"vQEVL8NJxFQs3kcu22s4A4";"3163831";"840dcd73-87b8-4a7e-b974-dd8fbb8594bd";"2017-03-31T22:35:20";"154"
"2017-03-31T18:52:02.676-03";"ac:d0:74:78:86:4d";"Aline";"1";"";"23";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"não sei";"";"feminino";"de R$1880,00 até R$2810,00";"ensino superior incompleto";"preta";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163832";"09e2c089-92e0-4868-856f-19d5bb6c2fdf";"2017-03-31T22:35:21";"155"
"2017-03-31T16:01:59.071-03";"ac:d0:74:bf:1d:09";"Natali";"01";"";"60";"Nenhum";"nada disso";"";"muito conservador";"pouco feminista";"pouco antipetista";"";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"";"sim";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"parda";"";"evangélica não pentecostal";"";"vQEVL8NJxFQs3kcu22s4A4";"3163834";"cfe2c19f-9a56-4b16-b6d0-4082fb32b1ed";"2017-03-31T22:35:59";"156"
"2017-03-31T16:12:50.818-03";"ac:d0:74:bf:1d:09";"Natali";"01";"";"44";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"não sei";"";"sim";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"parda";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3163835";"7cd8887f-5e7e-475e-9bc5-ab51b9cf4f2d";"2017-03-31T22:36:00";"157"
"2017-03-31T16:19:41.968-03";"ac:d0:74:bf:1d:09";"Natali";"01";"";"28";"Nenhum";"nada disso";"";"pouco conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não";"";"masculino";"de R$2810,00 até R$4690,00";"ensino superior completo";"preta";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163836";"2b87f6e5-06d0-40ec-8bf8-78298dfbfd83";"2017-03-31T22:36:01";"158"
"2017-03-31T16:25:56.815-03";"ac:d0:74:bf:1d:09";"Natali";"01";"";"32";"PSOL";"de esquerda";"";"nada conservador";"pouco feminista";"pouco antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"parda";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163837";"ca0e8b3d-a04d-49fa-828d-08921ecaafa9";"2017-03-31T22:36:01";"159"
"2017-03-31T16:31:30.770-03";"ac:d0:74:bf:1d:09";"Natali";"01";"";"27";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não sei";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"sim";"";"masculino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"espírita/kerdecista";"";"vQEVL8NJxFQs3kcu22s4A4";"3163838";"0c78c454-311b-4a1e-9a41-fa5dfdd14a4b";"2017-03-31T22:36:01";"160"
"2017-03-31T16:37:28.500-03";"ac:d0:74:bf:1d:09";"Natali";"01";"";"33";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"outra";"Agnóstica";"vQEVL8NJxFQs3kcu22s4A4";"3163839";"fdcf6cfe-37ca-44c4-be7a-59d08df0388f";"2017-03-31T22:36:02";"161"
"2017-03-31T16:42:22.000-03";"ac:d0:74:bf:1d:09";"Natali";"01";"";"39";"PT";"de esquerda";"";"pouco conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"evangélica não pentecostal";"";"vQEVL8NJxFQs3kcu22s4A4";"3163840";"6284cb87-1de0-441b-9fcc-4ffc422aacdd";"2017-03-31T22:36:02";"162"
"2017-03-31T16:51:24.179-03";"ac:d0:74:bf:1d:09";"Natali";"01";"";"35";"Nenhum";"de esquerda";"";"muito conservador";"nada feminista";"muito antipetista";"";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"parda";"";"evangélica pentecostal";"";"vQEVL8NJxFQs3kcu22s4A4";"3163841";"174f87e3-6595-4fca-a71b-36faeea91087";"2017-03-31T22:36:03";"163"
"2017-03-31T16:59:43.965-03";"ac:d0:74:bf:1d:09";"Natali";"01";"";"47";"PSOL";"de esquerda";"";"nada conservador";"pouco feminista";"nada antipetista";"";"concorda";"não concorda";"não sei";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não sei";"concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"parda";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3163842";"289608c1-dcf0-45d9-8184-1d49a3c1bce6";"2017-03-31T22:36:03";"164"
"2017-03-31T17:05:23.982-03";"ac:d0:74:bf:1d:09";"Natali";"01";"";"34";"Nenhum";"de esquerda";"";"pouco conservador";"pouco feminista";"nada antipetista";"";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"não concorda";"não concorda";"";"sim";"sim";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"parda";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3163843";"a3dbbe7b-4d31-4d40-80fd-397f774b11d5";"2017-03-31T22:36:04";"165"
"2017-03-31T17:10:16.298-03";"ac:d0:74:bf:1d:09";"Natali";"01";"";"23";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não sei";"não sei";"";"feminino";"de R$2810,00 até R$4690,00";"ensino superior completo";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163844";"6c344725-dd96-4f7f-8124-7a6cb9a2b498";"2017-03-31T22:36:04";"166"
"2017-03-31T17:17:54.601-03";"ac:d0:74:bf:1d:09";"Natali";"01";"";"28";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"não concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior completo";"parda";"";"espírita/kerdecista";"";"vQEVL8NJxFQs3kcu22s4A4";"3163845";"4b510ef3-9923-4717-a1f9-cdf955191d43";"2017-03-31T22:36:04";"167"
"2017-03-31T17:23:41.112-03";"ac:d0:74:bf:1d:09";"Natali";"01";"";"64";"PT";"de esquerda";"";"pouco conservador";"pouco feminista";"nada antipetista";"";"concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"sim";"";"feminino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"espírita/kerdecista";"";"vQEVL8NJxFQs3kcu22s4A4";"3163846";"51ef49f4-ce0c-4883-b8ed-e2a224fbbd95";"2017-03-31T22:36:05";"168"
"2017-03-31T17:33:54.069-03";"ac:d0:74:bf:1d:09";"Natali";"01";"";"37";"PSOL";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"feminino";"de R$4690,00 até R$9370,00";"ensino superior completo";"branca";"";"umbanda";"";"vQEVL8NJxFQs3kcu22s4A4";"3163847";"c4d939d1-2bc6-448c-a4ce-ad6318cfb901";"2017-03-31T22:36:05";"169"
"2017-03-31T17:38:52.623-03";"ac:d0:74:bf:1d:09";"Natali";"01";"";"46";"PT";"de esquerda";"";"nada conservador";"muito feminista";"nada antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"não";"sim";"";"masculino";"de R$9370,00 até R$18740,00";"ensino superior completo";"branca";"";"católica";"";"vQEVL8NJxFQs3kcu22s4A4";"3163848";"549dc795-ea54-4ca4-8e8d-974b0b8b7efe";"2017-03-31T22:36:06";"170"
"2017-03-31T17:49:14.561-03";"ac:d0:74:bf:1d:09";"Natali";"01";"";"20";"Nenhum";"de esquerda";"";"nada conservador";"muito feminista";"pouco antipetista";"";"não concorda";"não concorda";"concorda";"concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"concorda";"não concorda";"não sei";"não concorda";"concorda";"concorda";"não concorda";"não concorda";"concorda";"não concorda";"concorda";"";"sim";"não";"";"feminino";"de R$1880,00 até R$2810,00";"ensino superior incompleto";"branca";"";"nenhuma";"";"vQEVL8NJxFQs3kcu22s4A4";"3163849";"7a267e5b-68e9-43c7-a83e-aaf58d9cd287";"2017-03-31T22:36:06";"171"
