"","Entrevistador","Horário","Região","Idade","Sexo","Renda","Escolaridade","Cor","Especificar","Sistema.Político","Político.Honesto","Fora.do.Jogo","Militares","Juiz.Honesto","Plebiscitos","Movimentos.Sociais","Lava.Jato","Zelotes","Metrô","Mensalão.PT","Mensalão.PSDB","Dilma","Alckmin","Haddad","Aécio","Cunha","Calheiros","Figura.Honesta","Impostos","Falta.Recursos","Corrupção","Má.administração","Financiamento.Empresarial","Saúde.todos","Saúde.gratuita","Mais.Médicos","Educação.todos","Educação.gratuita","Transporte.todos","Transporte.gratuito","Reduzir.impostos","Red.imp.alguns","Esforço","Punição","Maconha","Haitianos","Estupros","Gays","Negros","Joaquim.Levy","Crise.hídrica","Partido","Prefeitura"
"36","Augusto","13:49","3",40,"Masculino","de R$ 2.364 a R$ 3.940","médio completo","branca",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- grave","3- não sei","1- grave","1- grave","3- não sei","1- sim","2- não","1- sim","2- não","1- sim","1- sim","Geraldo Alckmin","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","2- não","1- muita","Todos","Datena"
"37","Augusto","14:03","3",39,"Feminino","de R$ 2.364 a R$ 3.940","médio completo","parda",NA,"3- não satisfeito","2- concordo em parte","3- não concordo","4- não sei","4- não sei","1- concordo totalmente","1- concordo totalmente","1- grave","2- não grave","1- grave","1- grave","1- grave","1- sim","3- não sei","1- sim","2- não","3- não sei","1- sim","Joaquim Barbosa","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não sei","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","3- não concordo","4- não sei","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não sei","1- muita","Todos","Nenhum"
"38","Augusto","14:16","3",72,"Masculino","de R$ 7.880 a R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","2- concordo em parte","1- concordo totalmente","1- grave","1- grave","1- grave","1- grave","1- grave","3- não sei","2- não","3- não sei","3- não sei","1- sim","1- sim","Pedro Simon","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- sim","3- não concordo","2- concordo em parte","2- não","2- concordo em parte","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","2- concordo em parte","3- não concordo","3- não concordo","2- concordo em parte","3- não concordo","2- não","1- muita","2- PSDB","Nenhum"
"39","Augusto","14:28","3",28,"Feminino","até R$ 1.576","superior completo","branca",NA,"2- pouco satisfeito","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","2- concordo em parte","1- concordo totalmente","1- grave","1- grave","3- não sei","1- grave","1- grave","1- sim","3- não sei","1- sim","1- sim","1- sim","1- sim","Luiza Erundina","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","3- não sei","1- muita","1- PT","Nenhum"
"40","Augusto","14:42","3",22,"Feminino","de R$ 1.576 a R$ 2.364","médio completo","amarela",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- grave","3- não sei","1- grave","1- grave","1- grave","1- sim","3- não sei","1- sim","3- não sei","1- sim","1- sim","Não sabe","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","3- não sei","1- muita","2- PSDB","Nenhum"
"41","Augusto","14:53","3",27,"Masculino","de R$ 3.940 a R$ 7.880","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","2- concordo em parte","3- não concordo","3- não concordo","1- grave","1- grave","1- grave","1- grave","3- não sei","3- não sei","3- não sei","3- não sei","3- não sei","3- não sei","1- sim","FHC","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","3- não sei","1- concordo totalmente","1- concordo totalmente","3- não sei","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","2- não","1- muita","3- Outros","Nenhum"
"42","Augusto","15:07","3",38,"Masculino","de R$ 3.940 a R$ 7.880","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","4- não sei","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- grave","1- grave","2- não grave","1- grave","1- grave","1- sim","2- não","1- sim","2- não","1- sim","1- sim","Roberto Freire","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","2- não","2- pouca","Nenhum","João Doria"
"43","Augusto","15:16","3",62,"Masculino","de R$ 3.940 a R$ 7.880","fundamental completo","parda",NA,"3- não satisfeito","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- grave","1- grave","1- grave","1- grave","3- não sei","1- sim","2- não","1- sim","2- não","1- sim","1- sim","José Serra","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","2- concordo em parte","3- não concordo","3- não sei","2- pouca","3- Outros","João Doria"
"44","Augusto","15:24","3",51,"Feminino","de R$ 7.880 a R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","2- concordo em parte","2- concordo em parte","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","3- não sei","3- não sei","2- não","3- não sei","1- sim","Joaquim Barbosa / Sério Moro","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","2- não","1- muita","2- PSDB","Nenhum"
"45","Augusto","15:36","3",75,"Feminino","de R$ 3.940 a R$ 7.880","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","2- concordo em parte","3- não concordo","1- concordo totalmente","3- não concordo","3- não concordo","1- grave","1- grave","1- grave","1- grave","2- não grave","1- sim","2- não","1- sim","2- não","2- não","1- sim","José Serra","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","1- sim","2- concordo em parte","2- concordo em parte","2- não","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","2- concordo em parte","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","2- não","1- muita","2- PSDB","João Doria"
"46","Augusto","15:45","3",29,"Masculino","de R$ 7.880 a R$ 15.760","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","2- não","1- sim","2- não","1- sim","1- sim","José Serra","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","2- não","1- concordo totalmente","1- concordo totalmente","1- sim","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","3- não concordo","2- concordo em parte","1- concordo totalmente","2- não","1- muita","Todos","Datena"
"47","Augusto","16:00","3",43,"Feminino","de R$ 2.364 a R$ 3.940","superior completo","branca",NA,"3- não satisfeito","1- concordo totalmente","1- concordo totalmente","2- concordo em parte","2- concordo em parte","2- concordo em parte","3- não concordo","1- grave","1- grave","1- grave","1- grave","1- grave","1- sim","2- não","2- não","1- sim","2- não","1- sim","FHC / Suplicy","1- concordo totalmente","2- concordo em parte","1- concordo totalmente","1- concordo totalmente","2- não","2- concordo em parte","1- concordo totalmente","3- não sei","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","1- concordo totalmente","3- não concordo","1- concordo totalmente","1- concordo totalmente","1- concordo totalmente","3- não concordo","3- não concordo","3- não concordo","1- concordo totalmente","3- não sei","2- pouca","1- PT","Nenhum"
"48","Enzo Antonacci","13:10","II",65,"Masculino","de R$ 1.576 a R$ 2.364","superior completo","branca",NA,"não satisfeito","concordo em parte","concordo em parte","concordo em parte","não concordo","não concordo","não concordo","grave","não sei","grave","grave ","grave ","sim","não","sim","não sei","não sei","sim","FHC","concordo totalmente","não concordo","concordo totalmente","concordo totalmente","sim","concordo totalmente","concordo totalmente","não","concordo totalmente","concordo totalmente","concordo totalmente","concordo totalmente","concordo totalmente","não concordo","não concordo","concordo em parte","não sei","concordo em parte","não concordo","concordo em parte","concordo totalmente","não sei","pouca","outros","nenhum"
"49","Enzo Antonacci","13:18","II",44,"Feminino","de R$ 2.364 a R$ 3.940","superior completo","branca",NA,"não satisfeito","concordo em parte","não concordo","não concordo","concordo totalmente","concordo totalmente","concordo em parte","grave","não sei","grave","grave ","grave ","sim","sim","sim","sim","sim","sim","Sergio Moro","concordo totalmente","não concordo","concordo totalmente","concordo totalmente","não","concordo totalmente","concordo totalmente","não","concordo totalmente","concordo totalmente","concordo em parte","concordo em parte","concordo totalmente","não concordo","concordo em parte","concordo totalmente","não concordo","concordo totalmente","não concordo","não concordo","concordo totalmente","não sei","muita","outros","nenhum"
"50","Enzo Antonacci","13:26","II",35,"Masculino","de R$ 2.364 a R$ 3.940","superior completo","parda",NA,"não satisfeito","concordo em parte","concordo totalmente","concordo totalmente","concordo totalmente","concordo totalmente","concordo totalmente","grave","não sei","grave","grave ","grave ","sim","não","sim","não sei","não sei","sim","Geraldo Alckmin","concordo totalmente","concordo em parte","concordo totalmente","concordo totalmente","não","concordo totalmente","concordo totalmente","não","concordo totalmente","concordo totalmente","concordo totalmente","concordo em parte","concordo totalmente","não concordo","concordo totalmente","concordo totalmente","não concordo","concordo em parte","não concordo","concordo em parte","concordo totalmente","não sei","muita","outros","nenhum"
"51","Enzo Antonacci","13:37","II",24,"Masculino","acima de R$ 15.760","superior completo","branca",NA,"não satisfeito","concordo em parte","concordo em parte","não concordo","não concordo","concordo em parte","não concordo","grave","não grave","grave","grave ","grave ","não","não","não","não","sim","sim","Sergio Moro","concordo totalmente","não concordo","concordo totalmente","concordo totalmente","sim","concordo em parte","concordo em parte","não","concordo totalmente","concordo em parte","concordo em parte","concordo em parte","concordo em parte","não concordo","concordo totalmente","concordo totalmente","concordo totalmente","concordo totalmente","não concordo","concordo em parte","concordo totalmente","não","muita","PSDB","Datena"
