Entrevistador,Horário,Região,Idade,Sexo,Renda,Escolaridade,Cor,especificar,Imprensa,Folha,Estado,Veja,Carta.Capital,J.Nacional,J.Record,Globo.News,El.País,BBC,Partidos,PT,PSDB,PMDB,Rede,PSOL,ONGs,Mov.sociais,Vem.pra.rua,Brasil.Livre,MPL,MST,Revoltados,MTST,Políticos,Aécio.Neves,Dilma.Rousseff,Eduardo.Cunha,Fernando.Haddad,Geraldo.Alckmin,Jair.Bolsonaro,Jean.Wyllys,José.Serra,Luciana.Genro,Lula,Marina.Silva,Pastor.Feliciano,Liderança.política,Internet,Twitter,perfil,Whatsapp,Facebook,página,Sites,qual.site,Blogs,qual.blog,Demétrio.Magnoli,Guilherme.Boulos,Gregório.Duvivier,Jânio.de.Freitas,José.Luiz.Datena,Luis.Nassif,Olavo.de.Carvalho,Paulo.Henrique.Amorim,Raquel.Sherazade,Reinaldo.Azevedo,William.Bonner,Vladimir.Safatle,qual.comentarista,regime.comunista,friboi,petrobras,bolivariana,racismo,pcc,bolsa.familia,haitianos
Guilherme Gomes,,Zona 3,23,Masculino,de R$ 2.364 a R$ 3.940,médio completo,branca,,não confia,não confia,confia pouco,confia muito,não confia,não confia,não confia,não confia,não confia,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,não confia,não confia,confia muito,não confia,não confia,confia pouco,não confia,confia pouco,não confia,confia pouco,confia pouco,não confia,confia pouco,confia pouco,não confia,confia muito,não confia,,não,muito,,nada,nada,,muito,,pouco,,confia pouco,confia pouco,não confia,não confia,confia pouco,confia pouco,confia muito,não confia,confia muito,confia pouco,não confia,não confia,,concorda,concorda,concorda,não concorda,concorda,concorda,concorda,concorda
Guilherme Gomes,,Zona 3,16,Masculino,acima de R$ 15.760,médio incompleto,branca,,confia muito,confia muito,confia muito,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia muito,confia muito,confia pouco,não confia,confia pouco,não confia,não confia,não confia,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,não confia,confia pouco,confia muito,confia pouco,não confia,confia muito,confia pouco,confia pouco,não confia,não confia,não confia,,sim,nada,,nada,muito,,pouco,,nada,,não confia,não confia,não confia,não confia,confia pouco,não conhece,não confia,confia muito,não confia,não conhece,confia muito,não conhece,,não concorda,concorda,concorda,não concorda,não concorda,não concorda,não concorda,não concorda
Guilherme Gomes,,Zona 3,48,Feminino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia pouco,confia muito,confia muito,confia muito,não confia,confia pouco,confia pouco,confia muito,não conhece,confia muito,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,confia muito,confia muito,confia muito,confia pouco,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,,sim,nada,,muito,muito,Apenas por páginas de amigos,pouco,BBC,nada,,não conhece,não conhece,não conhece,não conhece,não confia,não confia,não conhece,não confia,confia muito,não conhece,confia muito,não conhece,,concorda,concorda,concorda,concorda,não sei,concorda,concorda,concorda
Guilherme Gomes,,Zona 3,43,Feminino,de R$ 7.880 a R$ 15.760,superior completo,amarela,,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,não conhece,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,confia muito,não confia,não confia,confia pouco,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,não confia,não confia,confia pouco,confia pouco,não confia,não confia,não confia,,não,,,,,,muito,Jorna,nada,,não conhece,não conhece,não conhece,não conhece,não confia,não conhece,não conhece,confia pouco,confia muito,confia pouco,confia pouco,confia pouco,,concorda,concorda,concorda,não sei,concorda,não concorda,concorda,não sei
Guilherme Gomes,,Zona 3,49,Feminino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia pouco,confia pouco,não confia,não confia,confia pouco,não confia,confia pouco,confia pouco,não confia,não confia,não confia,confia pouco,não confia,confia pouco,confia pouco,não confia,não confia,não confia,não confia,,sim,nada,,pouco,muito,Apenas por páginas de amigos,pouco,UOL,nada,,não conhece,não conhece,confia pouco,confia pouco,não confia,confia pouco,não confia,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,,concorda,concorda,concorda,não concorda,concorda,concorda,concorda,não concorda
Guilherme Gomes,,Zona 3,54,Masculino,acima de R$ 15.760,superior completo,branca,,não confia,não confia,confia muito,confia muito,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,confia pouco,não confia,não confia,confia pouco,não confia,não confia,confia pouco,não confia,confia pouco,não confia,confia pouco,confia muito,não confia,não confia,não confia,não confia,não confia,confia muito,,não,,,,,,muito,“O mínimo que você não precisa saber para não ser idiota” (livro),pouco,,não confia,não confia,não confia,não confia,não confia,não confia,confia muito,não confia,confia muito,não confia,não confia,não confia,,concorda,não sei,concorda,concorda,concorda,concorda,não sei,não sei
Guilherme Gomes,,Zona 3,42,Feminino,de R$ 2.364 a R$ 3.940,superior completo,branca,,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,não confia,não confia,confia pouco,confia pouco,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,confia muito,não confia,não confia,não conhece,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,,sim,nada,,muito,nada,,muito,O Capital,muito,Kennedy Alencar,confia muito,não confia,confia pouco,não conhece,não confia,não confia,confia pouco,não confia,confia pouco,confia pouco,confia pouco,confia pouco,,concorda,concorda,concorda,concorda,não concorda,concorda,não sei,não concorda
Guilherme Gomes,,Zona 3,18,Feminino,de R$ 3.940 a R$ 7.880,superior incompleto,parda,,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia muito,confia pouco,não conhece,não conhece,confia pouco,não confia,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia muito,confia muito,confia muito,confia muito,confia pouco,não confia,confia muito,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,confia pouco,não confia,,sim,muito,,muito,muito,Apenas por páginas de amigos,muito,Folha de SP,muito,,não conhece,confia pouco,não conhece,confia muito,confia muito,não confia,não confia,confia pouco,não confia,confia muito,confia muito,confia pouco,,concorda,concorda,concorda,não sei,concorda,concorda,concorda,concorda
Guilherme Gomes,,Zona 3,86,Masculino,,superior completo,branca,,confia muito,confia muito,confia muito,confia muito,não conhece,confia muito,,confia muito,não conhece,não conhece,confia pouco,não confia,confia pouco,não confia,não conhece,não confia,não confia,não confia,não conhece,não conhece,não confia,não confia,confia pouco,não confia,confia pouco,confia muito,não confia,não conhece,não confia,confia muito,confia pouco,não conhece,confia muito,não conhece,não confia,não confia,não conhece,,sim,nada,,muito,pouco,,muito,"Folha, Veja",nada,,confia muito,não conhece,não conhece,confia muito,confia pouco,confia muito,não conhece,confia pouco,confia pouco,confia pouco,confia muito,confia pouco,,concorda,concorda,concorda,concorda,concorda,não concorda,concorda,concorda
Guilherme Gomes,,Zona 3,20,Masculino,de R$ 1.576 a R$ 2.364,médio completo,branca,,confia pouco,confia muito,confia muito,confia muito,confia pouco,confia pouco,confia pouco,confia pouco,não conhece,não confia,não confia,não confia,não confia,confia pouco,não conhece,não confia,confia muito,confia muito,confia muito,confia muito,confia pouco,confia pouco,não conhece,confia pouco,não confia,confia pouco,não confia,confia pouco,confia muito,confia pouco,não conhece,confia pouco,confia pouco,não conhece,não confia,não confia,não confia,,sim,nada,,nada,muito,Amigoa e Vem Pra Rua,muito,Jornal da Globo/Bandeirantes,nada,,não conhece,confia pouco,não conhece,confia pouco,confia muito,não conhece,confia pouco,confia muito,confia muito,confia muito,confia muito,confia pouco,,não sei,concorda,concorda,não sei,concorda,concorda,concorda,concorda
Marina Moreira,04:15:00 PM,Zona 2,34,Masculino,de R$ 7.880 a R$ 15.760,superior completo,parda,,confia pouco,confia pouco,confia pouco,confia pouco,não conhece,confia pouco,confia pouco,confia pouco,não conhece,não conhece,não confia,não confia,não confia,não confia,não conhece,não confia,confia pouco,confia pouco,não conhece,não conhece,confia pouco,confia pouco,não conhece,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não conhece,não conhece,não confia,não conhece,não confia,confia pouco,não conhece,,sim,nada,,nada,pouco,Apenas por páginas de amigos,pouco,"G1, R7, Google notícias",nada,,não conhece,não conhece,não conhece,não conhece,confia pouco,não conhece,não conhece,confia pouco,não conhece,não conhece,confia pouco,confia pouco,,não concorda,concorda,concorda,não sei,concorda,não sei,não concorda,não concorda
Marina Moreira,04:25:00 PM,Zona 2,72,Masculino,até R$ 1.576,fundamental completo,outra,asiático,confia muito,confia muito,confia muito,confia muito,não conhece,confia pouco,não conhece,confia muito,não conhece,confia pouco,não confia,não confia,confia pouco,não confia,não conhece,não confia,confia pouco,confia muito,confia muito,confia muito,confia muito,não confia,não conhece,não confia,confia pouco,confia muito,não confia,não confia,não confia,confia muito,confia pouco,confia muito,confia pouco,não confia,não confia,confia pouco,não confia,PSDB,sim,muito,,pouco,pouco,Apenas por páginas de amigos,pouco,Veja,nada,,não conhece,não conhece,não conhece,não conhece,não confia,confia pouco,não conhece,confia muito,não conhece,não confia,não confia,não conhece,,concorda,concorda,concorda,concorda,concorda,não sei,concorda,
Marina Moreira,04:30:00 PM,Zona 2,70,Masculino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia pouco,não confia,confia pouco,confia muito,não confia,não confia,confia pouco,não confia,confia muito,confia muito,confia pouco,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,confia muito,não confia,não confia,confia pouco,não confia,confia pouco,confia muito,não confia,confia pouco,não confia,confia muito,confia muito,não confia,confia pouco,não confia,não confia,não confia,não confia,"Caiado, Alvaro Dias, Bolsonaro",sim,nada,,nada,muito,Apenas por páginas de amigos,muito,"Veja, G1",pouco,"Coronel, Luiz Amorim, Mídia sem Máscara",confia pouco,não confia,não conhece,não confia,não confia,não confia,confia muito,não confia,confia muito,confia muito,não confia,não confia,"Reinaldo Azevedo, Olavo de Carvalho, Augusto Nunes. TV Cultura, Pondé, José Flávio Gomes",concorda,não sei,concorda,concorda,concorda,concorda,concorda,concorda
Marina Moreira,04:55:00 PM,Zona 2,51,Masculino,de R$ 3.940 a R$ 7.880,superior completo,branca,,confia muito,confia pouco,confia muito,confia muito,confia pouco,confia muito,confia pouco,confia muito,não conhece,confia muito,confia pouco,não confia,confia pouco,confia pouco,confia pouco,confia pouco,confia pouco,confia muito,confia muito,confia muito,confia muito,não confia,confia pouco,confia pouco,não confia,confia pouco,não confia,não confia,não confia,confia pouco,confia pouco,confia muito,confia pouco,confia pouco,não confia,confia pouco,não confia,"Jean Wyllis, Andrea Maltanazzo, Dalton Silviano",sim,nada,,nada,nada,,muito,"Globo News, Veja, Estadão, CNN Brasil",nada,,não conhece,confia pouco,confia muito,confia muito,confia pouco,confia muito,confia muito,confia muito,confia pouco,confia pouco,não confia,não conhece,"Paulo Francis, Olavo de Carvalho, Jânio de Freitas, Conezão Manhattan",concorda,concorda,concorda,não sei,concorda,não concorda,concorda,não sei
Marina Moreira,04:55:00 PM,Zona 2,57,Masculino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia muito,confia muito,confia muito,confia muito,não conhece,confia muito,confia pouco,confia muito,não conhece,não conhece,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,não conhece,não conhece,confia pouco,não confia,não conhece,não confia,não confia,confia pouco,não confia,não confia,não confia,não confia,não conhece,não conhece,não confia,não conhece,não confia,confia pouco,não conhece,PSDB,não,nada,,,,,,,,,não conhece,não conhece,não conhece,não conhece,confia pouco,não conhece,não conhece,confia muito,não conhece,não conhece,confia muito,não conhece,,não concorda,não concorda,não sei,não sei,não concorda,não concorda,não concorda,não concorda
Marina Moreira,05:00:00 PM,Zona 2,32,Feminino,acima de R$ 15.760,superior completo,branca,,confia muito,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,confia pouco,não confia,confia muito,confia pouco,confia muito,confia muito,confia pouco,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,não confia,confia pouco,não confia,não confia,confia pouco,não confia,não confia,confia pouco,não confia,Aécio Neves,sim,pouco,,nada,muito,Apenas por páginas de amigos,muito,UOL,pouco,"Aécio Neves, Brasil Livre",não conhece,confia pouco,não confia,confia pouco,não conhece,não confia,não confia,confia pouco,não confia,confia muito,não confia,não confia,Reinaldo Azevedo,concorda,concorda,concorda,concorda,concorda,concorda,não concorda,não sei
Marina Moreira,05:20:00 PM,Zona 2,23,Masculino,de R$ 7.880 a R$ 15.760,superior completo,branca,,confia pouco,não confia,não confia,não conhece,confia muito,confia pouco,confia muito,confia pouco,confia pouco,não conhece,confia pouco,não confia,confia pouco,confia pouco,não confia,não confia,confia pouco,confia pouco,confia muito,confia muito,confia pouco,não confia,não confia,não confia,confia pouco,confia muito,não confia,não confia,não confia,confia muito,não confia,não confia,confia muito,não confia,não confia,confia muito,não confia,Serra,sim,nada,,muito,muito,Apenas por páginas de amigos,pouco,"Veja, Globo, R7",nada,,não confia,não confia,não confia,não confia,confia pouco,não confia,não confia,confia muito,confia muito,não confia,confia pouco,não confia,Raquel Sherezade,concorda,concorda,concorda,concorda,concorda,concorda,concorda,concorda
Marina Moreira,05:30:00 PM,Zona 2,55,Feminino,de R$ 3.940 a R$ 7.880,superior completo,preta,,confia pouco,confia muito,confia pouco,confia pouco,confia muito,não confia,confia pouco,não confia,não conhece,não conhece,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,confia muito,confia muito,confia pouco,não confia,não conhece,não confia,confia pouco,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,não confia,confia pouco,não confia,,sim,pouco,Bandeirantes,nada,nada,,muito,Folha de SP,pouco,Reinaldo Azevedo,não conhece,não conhece,não conhece,confia muito,confia muito,confia muito,não conhece,confia muito,não conhece,confia muito,confia pouco,não conhece,,concorda,concorda,concorda,concorda,concorda,concorda,não concorda,não sei
